status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords
946047654240440320,2017-12-27T15:58:32Z,377578645,romain_francois,RT @jhollist: #rstats twitter if you had the time and wanted to learn another language what language would you choose and why? Just curious…,Tweetbot for iΟS,NA,NA,NA,FALSE,TRUE,0,3,946047654240440320,2017-12-27T15:58:32Z,377578645,romain_francois,RT @jhollist: #rstats twitter if you had the time and wanted to learn another language what language would you choose and why? Just curious…,Tweetbot for iΟS,NA,NA,NA,FALSE,TRUE,0,3,946047654240440320,2017-12-27T15:58:32Z,377578645,romain_francois,RT @jhollist: #rstats twitter if you had the time and wanted to learn another language what language would you choose and why? Just curious…,Tweetbot for iΟS,NA,NA,NA,FALSE,TRUE,0,3,946047654240440320,2017-12-27T15:58:32Z,377578645,romain_francois,RT @jhollist: #rstats twitter if you had the time and wanted to learn another language what language would you choose and why? Just curious…,Tweetbot for iΟS,NA,NA,NA,FALSE,TRUE,0,3,
